Code,_StartTime,_EndTime,StartTime,EndTime,Type,Change
EH31,Oct 2007,Dec 2018,"£467,500","£685,000",Detached,+47%
EH31,Oct 2007,Dec 2018,"£365,000","£364,475",All,-0%
EH31,Oct 2007,Dec 2018,"£190,000","£185,000",Terraced,-3%
EH31,Oct 2007,Dec 2018,"£550,000","£452,000",Semi,-18%
EH32,Oct 2007,Dec 2018,"£130,975","£135,000",Flat,+3%
EH32,Oct 2007,Dec 2018,"£238,250","£454,000",Detached,+91%
EH32,Oct 2007,Dec 2018,"£203,450","£320,995",All,+58%
EH32,Oct 2007,Dec 2018,"£169,000","£267,995",Terraced,+59%
EH32,Oct 2007,Dec 2018,"£170,000","£188,750",Semi,+11%
EH34,Oct 2007,Dec 2018,-,"£246,500",Flat,-
EH34,Oct 2007,Dec 2018,"£515,000","£338,000",Detached,-34%
EH34,Oct 2007,Dec 2018,"£159,950","£310,500",All,+94%
EH34,Oct 2007,Dec 2018,-,"£240,000",Terraced,-
EH34,Oct 2007,Dec 2018,"£154,450","£245,000",Semi,+59%
EH35,Oct 2007,Dec 2018,-,-,Flat,-
EH35,Oct 2007,Dec 2018,-,-,Detached,-
EH35,Oct 2007,Dec 2018,"£142,000","£223,000",All,+57%
EH35,Oct 2007,Dec 2018,"£142,000","£217,500",Terraced,+53%
EH35,Oct 2007,Dec 2018,"£142,000",-,Semi,-
EH33,Oct 2007,Dec 2018,"£129,875","£92,375",Flat,-29%
EH33,Oct 2007,Dec 2018,"£247,500","£307,500",Detached,+24%
EH33,Oct 2007,Dec 2018,"£225,000","£165,000",All,-27%
EH33,Oct 2007,Dec 2018,"£119,950","£134,000",Terraced,+12%
EH33,Oct 2007,Dec 2018,"£225,000","£167,000",Semi,-26%
EH3,Oct 2007,Dec 2018,"£245,000","£347,500",Flat,+42%
EH3,Oct 2007,Dec 2018,"£695,000","£575,000",Detached,-17%
EH3,Oct 2007,Dec 2018,"£250,000","£360,000",All,+44%
EH3,Oct 2007,Dec 2018,"£331,500","£982,500",Terraced,+196%
EH3,Oct 2007,Dec 2018,"£830,000",-,Semi,-
EH36,Oct 2007,Dec 2018,-,-,Flat,-
EH36,Oct 2007,Dec 2018,"£530,000","£582,498",Detached,+10%
EH36,Oct 2007,Dec 2018,"£530,000","£399,995",All,-25%
EH36,Oct 2007,Dec 2018,-,-,Terraced,-
EH36,Oct 2007,Dec 2018,-,"£179,000",Semi,-
EH38,Oct 2007,Dec 2018,-,-,Flat,-
EH38,Oct 2007,Dec 2018,"£345,000","£950,000",Detached,+175%
EH38,Oct 2007,Dec 2018,"£345,000","£950,000",All,+175%
EH38,Oct 2007,Dec 2018,-,-,Terraced,-
EH38,Oct 2007,Dec 2018,"£360,000",-,Semi,-
EH37,Oct 2007,Dec 2018,-,"£210,000",Flat,-
EH37,Oct 2007,Dec 2018,"£285,000","£352,498",Detached,+24%
EH37,Oct 2007,Dec 2018,"£235,000","£324,500",All,+38%
EH37,Oct 2007,Dec 2018,"£145,000","£220,000",Terraced,+52%
EH37,Oct 2007,Dec 2018,"£150,000","£155,000",Semi,+3%
EH39,Oct 2007,Dec 2018,"£312,500","£355,000",Flat,+14%
EH39,Oct 2007,Dec 2018,"£575,000","£499,000",Detached,-13%
EH39,Oct 2007,Dec 2018,"£425,000","£450,000",All,+6%
EH39,Oct 2007,Dec 2018,"£499,950","£540,000",Terraced,+8%
EH39,Oct 2007,Dec 2018,"£255,000","£344,998",Semi,+35%
EH4,Oct 2007,Dec 2018,"£175,000","£240,000",Flat,+37%
EH4,Oct 2007,Dec 2018,"£405,000","£440,000",Detached,+9%
EH4,Oct 2007,Dec 2018,"£215,000","£330,000",All,+53%
EH4,Oct 2007,Dec 2018,"£295,000","£290,000",Terraced,-2%
EH4,Oct 2007,Dec 2018,"£225,000","£367,500",Semi,+63%
EH40,Oct 2007,Dec 2018,"£135,000","£175,000",Flat,+30%
EH40,Oct 2007,Dec 2018,"£295,000","£345,000",Detached,+17%
EH40,Oct 2007,Dec 2018,"£275,000","£270,000",All,-2%
EH40,Oct 2007,Dec 2018,"£226,000",-,Terraced,-
EH40,Oct 2007,Dec 2018,"£397,500",-,Semi,-
EH41,Oct 2007,Dec 2018,"£127,500","£152,450",Flat,+20%
EH41,Oct 2007,Dec 2018,"£495,000","£389,995",Detached,-21%
EH41,Oct 2007,Dec 2018,"£193,450","£358,500",All,+85%
EH41,Oct 2007,Dec 2018,"£133,500","£115,000",Terraced,-14%
EH41,Oct 2007,Dec 2018,"£175,000","£195,000",Semi,+11%
EH42,Oct 2007,Dec 2018,"£145,975","£107,500",Flat,-26%
EH42,Oct 2007,Dec 2018,"£240,000","£345,000",Detached,+44%
EH42,Oct 2007,Dec 2018,"£176,950","£315,000",All,+78%
EH42,Oct 2007,Dec 2018,"£155,000","£201,248",Terraced,+30%
EH42,Oct 2007,Dec 2018,"£165,000","£202,498",Semi,+23%
EH43,Oct 2007,Dec 2018,"£90,000",-,Flat,-
EH43,Oct 2007,Dec 2018,-,"£550,000",Detached,-
EH43,Oct 2007,Dec 2018,"£102,500","£336,498",All,+228%
EH43,Oct 2007,Dec 2018,-,-,Terraced,-
EH43,Oct 2007,Dec 2018,"£115,000","£122,995",Semi,+7%
EH45,Oct 2007,Dec 2018,"£131,000","£140,000",Flat,+7%
EH45,Oct 2007,Dec 2018,"£360,000","£422,500",Detached,+17%
EH45,Oct 2007,Dec 2018,"£234,475","£260,000",All,+11%
EH45,Oct 2007,Dec 2018,"£115,000","£195,000",Terraced,+70%
EH45,Oct 2007,Dec 2018,"£210,000","£230,000",Semi,+10%
EH44,Oct 2007,Dec 2018,"£80,000","£130,000",Flat,+63%
EH44,Oct 2007,Dec 2018,"£317,500","£335,000",Detached,+6%
EH44,Oct 2007,Dec 2018,"£200,000","£277,500",All,+39%
EH44,Oct 2007,Dec 2018,"£375,000",-,Terraced,-
EH44,Oct 2007,Dec 2018,"£140,000","£295,000",Semi,+111%
EH46,Oct 2007,Dec 2018,"£117,500","£225,000",Flat,+91%
EH46,Oct 2007,Dec 2018,"£375,000","£470,000",Detached,+25%
EH46,Oct 2007,Dec 2018,"£315,000","£370,000",All,+17%
EH46,Oct 2007,Dec 2018,"£142,000","£259,000",Terraced,+82%
EH46,Oct 2007,Dec 2018,"£142,000","£335,000",Semi,+136%
EH47,Oct 2007,Dec 2018,"£68,750","£69,995",Flat,+2%
EH47,Oct 2007,Dec 2018,"£199,995","£228,995",Detached,+15%
EH47,Oct 2007,Dec 2018,"£155,000","£218,995",All,+41%
EH47,Oct 2007,Dec 2018,"£128,750","£110,000",Terraced,-15%
EH47,Oct 2007,Dec 2018,"£95,000","£120,000",Semi,+26%
EH48,Oct 2007,Dec 2018,"£119,998","£85,000",Flat,-29%
EH48,Oct 2007,Dec 2018,"£237,500","£274,995",Detached,+16%
EH48,Oct 2007,Dec 2018,"£182,225","£184,995",All,+2%
EH48,Oct 2007,Dec 2018,"£147,000","£160,000",Terraced,+9%
EH48,Oct 2007,Dec 2018,"£119,500","£145,000",Semi,+21%
EH49,Oct 2007,Dec 2018,"£161,500","£92,500",Flat,-43%
EH49,Oct 2007,Dec 2018,"£335,000","£550,000",Detached,+64%
EH49,Oct 2007,Dec 2018,"£168,000","£296,250",All,+76%
EH49,Oct 2007,Dec 2018,"£102,500","£285,000",Terraced,+178%
EH49,Oct 2007,Dec 2018,"£170,000","£180,000",Semi,+6%
EH5,Oct 2007,Dec 2018,"£197,500","£190,000",Flat,-4%
EH5,Oct 2007,Dec 2018,"£300,000","£405,000",Detached,+35%
EH5,Oct 2007,Dec 2018,"£202,000","£199,995",All,-1%
EH5,Oct 2007,Dec 2018,"£299,950","£262,500",Terraced,-12%
EH5,Oct 2007,Dec 2018,"£235,000","£360,000",Semi,+53%
EH51,Oct 2007,Dec 2018,"£84,000","£65,000",Flat,-23%
EH51,Oct 2007,Dec 2018,"£144,500","£295,000",Detached,+104%
EH51,Oct 2007,Dec 2018,"£124,000","£117,500",All,-5%
EH51,Oct 2007,Dec 2018,"£80,000","£107,500",Terraced,+34%
EH51,Oct 2007,Dec 2018,"£117,500","£99,995",Semi,-15%
EH53,Oct 2007,Dec 2018,"£110,000","£128,500",Flat,+17%
EH53,Oct 2007,Dec 2018,"£187,000","£316,475",Detached,+69%
EH53,Oct 2007,Dec 2018,"£170,000","£278,000",All,+64%
EH53,Oct 2007,Dec 2018,"£106,250","£132,500",Terraced,+25%
EH53,Oct 2007,Dec 2018,"£159,000","£157,250",Semi,-1%
EH52,Oct 2007,Dec 2018,"£92,000","£98,000",Flat,+7%
EH52,Oct 2007,Dec 2018,"£247,000","£275,995",Detached,+12%
EH52,Oct 2007,Dec 2018,"£159,000","£174,998",All,+10%
EH52,Oct 2007,Dec 2018,"£117,995","£145,000",Terraced,+23%
EH52,Oct 2007,Dec 2018,"£145,000","£139,995",Semi,-3%
EH54,Oct 2007,Dec 2018,"£128,000","£115,000",Flat,-10%
EH54,Oct 2007,Dec 2018,"£245,000","£275,000",Detached,+12%
EH54,Oct 2007,Dec 2018,"£169,000","£187,000",All,+11%
EH54,Oct 2007,Dec 2018,"£119,000","£120,000",Terraced,+1%
EH54,Oct 2007,Dec 2018,"£130,000","£135,000",Semi,+4%
EH6,Oct 2007,Dec 2018,"£175,000","£199,998",Flat,+14%
EH6,Oct 2007,Dec 2018,"£295,000","£695,000",Detached,+136%
EH6,Oct 2007,Dec 2018,"£185,000","£206,000",All,+11%
EH6,Oct 2007,Dec 2018,"£224,500","£325,000",Terraced,+45%
EH6,Oct 2007,Dec 2018,"£405,000","£290,000",Semi,-28%
EH7,Oct 2007,Dec 2018,"£162,450","£200,000",Flat,+23%
EH7,Oct 2007,Dec 2018,"£215,000","£399,998",Detached,+86%
EH7,Oct 2007,Dec 2018,"£170,000","£225,000",All,+32%
EH7,Oct 2007,Dec 2018,"£192,000","£398,500",Terraced,+108%
EH7,Oct 2007,Dec 2018,"£215,000","£270,000",Semi,+26%
EH55,Oct 2007,Dec 2018,"£101,975","£82,000",Flat,-20%
EH55,Oct 2007,Dec 2018,"£232,500","£295,000",Detached,+27%
EH55,Oct 2007,Dec 2018,"£195,000","£265,500",All,+36%
EH55,Oct 2007,Dec 2018,"£102,500","£90,000",Terraced,-12%
EH55,Oct 2007,Dec 2018,"£140,000","£167,498",Semi,+20%
EH8,Oct 2007,Dec 2018,"£145,000","£202,500",Flat,+40%
EH8,Oct 2007,Dec 2018,"£220,000","£290,000",Detached,+32%
EH8,Oct 2007,Dec 2018,"£153,500","£221,995",All,+45%
EH8,Oct 2007,Dec 2018,"£148,500","£490,000",Terraced,+230%
EH8,Oct 2007,Dec 2018,"£242,500","£269,500",Semi,+11%
EH9,Oct 2007,Dec 2018,"£266,500","£295,000",Flat,+11%
EH9,Oct 2007,Dec 2018,"£1,022,500",-,Detached,-
EH9,Oct 2007,Dec 2018,"£347,500","£330,000",All,-5%
EH9,Oct 2007,Dec 2018,"£322,500","£822,500",Terraced,+155%
EH9,Oct 2007,Dec 2018,"£635,000","£650,000",Semi,+2%
EH99,Aug 2011,Nov 2011,"£260,000","£260,000",Flat,0%
EH99,Aug 2011,Nov 2011,-,-,Detached,-
EH99,Aug 2011,Nov 2011,"£260,000","£260,000",All,0%
EH99,Aug 2011,Nov 2011,-,-,Terraced,-
EH99,Aug 2011,Nov 2011,-,-,Semi,-
EN1,Sep 2006,Dec 2018,"£169,995","£319,950",Flat,+88%
EN1,Sep 2006,Dec 2018,"£395,000","£900,000",Detached,+128%
EN1,Sep 2006,Dec 2018,"£235,000","£440,000",All,+87%
EN1,Sep 2006,Dec 2018,"£239,998","£460,000",Terraced,+92%
EN1,Sep 2006,Dec 2018,"£322,473","£525,000",Semi,+63%
EN11,Sep 2006,Dec 2018,"£154,973","£235,000",Flat,+52%
EN11,Sep 2006,Dec 2018,"£364,998","£635,000",Detached,+74%
EN11,Sep 2006,Dec 2018,"£239,995","£355,000",All,+48%
EN11,Sep 2006,Dec 2018,"£217,475","£365,000",Terraced,+68%
EN11,Sep 2006,Dec 2018,"£269,995","£365,000",Semi,+35%
EN10,Sep 2006,Dec 2018,"£156,495","£250,000",Flat,+60%
EN10,Sep 2006,Dec 2018,"£452,500","£775,000",Detached,+71%
EN10,Sep 2006,Dec 2018,"£319,995","£425,000",All,+33%
EN10,Sep 2006,Dec 2018,"£207,498","£375,000",Terraced,+81%
EN10,Sep 2006,Dec 2018,"£249,995","£450,000",Semi,+80%
EN2,Sep 2006,Dec 2018,"£234,995","£340,000",Flat,+45%
EN2,Sep 2006,Dec 2018,"£479,995","£837,500",Detached,+74%
EN2,Sep 2006,Dec 2018,"£315,000","£549,950",All,+75%
EN2,Sep 2006,Dec 2018,"£299,995","£475,000",Terraced,+58%
EN2,Sep 2006,Dec 2018,"£380,000","£650,000",Semi,+71%
EN3,Sep 2006,Dec 2018,"£150,998","£247,475",Flat,+64%
EN3,Sep 2006,Dec 2018,"£309,995","£510,000",Detached,+65%
EN3,Sep 2006,Dec 2018,"£219,950","£375,000",All,+70%
EN3,Sep 2006,Dec 2018,"£225,000","£385,000",Terraced,+71%
EN3,Sep 2006,Dec 2018,"£247,748","£439,995",Semi,+78%
EN4,Sep 2006,Dec 2018,"£250,000","£450,000",Flat,+80%
EN4,Sep 2006,Dec 2018,"£862,500","£1,695,000",Detached,+97%
EN4,Sep 2006,Dec 2018,"£409,950","£675,000",All,+65%
EN4,Sep 2006,Dec 2018,"£288,475","£512,500",Terraced,+78%
EN4,Sep 2006,Dec 2018,"£369,975","£640,000",Semi,+73%
EN5,Sep 2006,Dec 2018,"£249,950","£370,000",Flat,+48%
EN5,Sep 2006,Dec 2018,"£685,000","£1,267,500",Detached,+85%
EN5,Sep 2006,Dec 2018,"£444,475","£600,000",All,+35%
EN5,Sep 2006,Dec 2018,"£512,475","£542,500",Terraced,+6%
EN5,Sep 2006,Dec 2018,"£454,725","£750,000",Semi,+65%
EN7,Sep 2006,Dec 2018,"£146,995","£237,500",Flat,+62%
EN7,Sep 2006,Dec 2018,"£394,995","£747,500",Detached,+89%
EN7,Sep 2006,Dec 2018,"£339,950","£549,995",All,+62%
EN7,Sep 2006,Dec 2018,"£222,500","£375,000",Terraced,+69%
EN7,Sep 2006,Dec 2018,"£284,950","£514,998",Semi,+81%
EN6,Sep 2006,Dec 2018,"£189,975","£325,000",Flat,+71%
EN6,Sep 2006,Dec 2018,"£550,000","£799,995",Detached,+45%
EN6,Sep 2006,Dec 2018,"£429,995","£549,950",All,+28%
EN6,Sep 2006,Dec 2018,"£247,475","£407,975",Terraced,+65%
EN6,Sep 2006,Dec 2018,"£308,475","£539,500",Semi,+75%
EN9,Sep 2006,Dec 2018,"£167,973","£225,000",Flat,+34%
EN9,Sep 2006,Dec 2018,"£480,000","£712,500",Detached,+48%
EN9,Sep 2006,Dec 2018,"£392,475","£425,000",All,+8%
EN9,Sep 2006,Dec 2018,"£235,000","£350,000",Terraced,+49%
EN9,Sep 2006,Dec 2018,"£310,000","£430,000",Semi,+39%
EN8,Sep 2006,Dec 2018,"£149,995","£239,995",Flat,+60%
EN8,Sep 2006,Dec 2018,"£349,995","£545,000",Detached,+56%
EN8,Sep 2006,Dec 2018,"£219,995","£357,500",All,+63%
EN8,Sep 2006,Dec 2018,"£216,995","£359,995",Terraced,+66%
EN8,Sep 2006,Dec 2018,"£256,248","£415,000",Semi,+62%
EX10,Sep 2006,Dec 2018,"£195,000","£279,950",Flat,+44%
EX10,Sep 2006,Dec 2018,"£379,500","£525,000",Detached,+38%
EX10,Sep 2006,Dec 2018,"£249,950","£382,250",All,+53%
EX10,Sep 2006,Dec 2018,"£210,000","£265,000",Terraced,+26%
EX10,Sep 2006,Dec 2018,"£255,475","£285,000",Semi,+12%
EX11,Sep 2006,Dec 2018,"£139,950","£204,975",Flat,+46%
EX11,Sep 2006,Dec 2018,"£425,000","£585,000",Detached,+38%
EX11,Sep 2006,Dec 2018,"£295,000","£399,973",All,+36%
EX11,Sep 2006,Dec 2018,"£156,750","£275,000",Terraced,+75%
EX11,Sep 2006,Dec 2018,"£199,950","£285,000",Semi,+43%
EX12,Sep 2006,Dec 2018,"£142,950","£175,000",Flat,+22%
EX12,Sep 2006,Dec 2018,"£347,475","£434,748",Detached,+25%
EX12,Sep 2006,Dec 2018,"£222,950","£289,975",All,+30%
EX12,Sep 2006,Dec 2018,"£239,500","£277,500",Terraced,+16%
EX12,Sep 2006,Dec 2018,"£238,750","£316,975",Semi,+33%
EX13,Sep 2006,Dec 2018,"£159,950","£122,975",Flat,-23%
EX13,Sep 2006,Dec 2018,"£375,000","£395,000",Detached,+5%
EX13,Sep 2006,Dec 2018,"£225,000","£269,975",All,+20%
EX13,Sep 2006,Dec 2018,"£160,000","£187,950",Terraced,+17%
EX13,Sep 2006,Dec 2018,"£177,250","£235,750",Semi,+33%
EX14,Sep 2006,Dec 2018,"£134,950","£118,750",Flat,-12%
EX14,Sep 2006,Dec 2018,"£340,000","£372,450",Detached,+10%
EX14,Sep 2006,Dec 2018,"£229,950","£280,000",All,+22%
EX14,Sep 2006,Dec 2018,"£192,000","£227,500",Terraced,+18%
EX14,Sep 2006,Dec 2018,"£185,000","£225,000",Semi,+22%
EX15,Sep 2006,Dec 2018,"£124,950","£125,000",Flat,+0%
EX15,Sep 2006,Dec 2018,"£315,000","£375,000",Detached,+19%
EX15,Sep 2006,Dec 2018,"£239,950","£269,000",All,+12%
EX15,Sep 2006,Dec 2018,"£144,950","£164,975",Terraced,+14%
EX15,Sep 2006,Dec 2018,"£189,950","£245,000",Semi,+29%
EX1,Sep 2006,Dec 2018,"£139,950","£180,000",Flat,+29%
EX1,Sep 2006,Dec 2018,"£317,475","£420,000",Detached,+32%
EX1,Sep 2006,Dec 2018,"£193,725","£285,000",All,+47%
EX1,Sep 2006,Dec 2018,"£189,950","£259,995",Terraced,+37%
EX1,Sep 2006,Dec 2018,"£267,450","£284,995",Semi,+7%
EX16,Sep 2006,Dec 2018,"£97,475","£99,000",Flat,+2%
EX16,Sep 2006,Dec 2018,"£299,950","£449,950",Detached,+50%
EX16,Sep 2006,Dec 2018,"£219,500","£245,000",All,+12%
EX16,Sep 2006,Dec 2018,"£167,000","£217,500",Terraced,+30%
EX16,Sep 2006,Dec 2018,"£184,975","£227,000",Semi,+23%
EX17,Sep 2006,Dec 2018,"£119,500","£72,500",Flat,-39%
EX17,Sep 2006,Dec 2018,"£410,000","£440,000",Detached,+7%
EX17,Sep 2006,Dec 2018,"£249,950","£289,975",All,+16%
EX17,Sep 2006,Dec 2018,"£175,000","£200,000",Terraced,+14%
EX17,Sep 2006,Dec 2018,"£199,950","£231,498",Semi,+16%
EX18,Sep 2006,Dec 2018,-,-,Flat,-
EX18,Sep 2006,Dec 2018,"£385,000","£365,000",Detached,-5%
EX18,Sep 2006,Dec 2018,"£249,950","£285,000",All,+14%
EX18,Sep 2006,Dec 2018,"£201,250","£245,000",Terraced,+22%
EX18,Sep 2006,Dec 2018,"£210,000","£233,950",Semi,+11%
EX19,Sep 2006,Dec 2018,-,"£130,000",Flat,-
EX19,Sep 2006,Dec 2018,"£283,950","£327,500",Detached,+15%
EX19,Sep 2006,Dec 2018,"£274,725","£300,000",All,+9%
EX19,Sep 2006,Dec 2018,"£229,975","£249,975",Terraced,+9%
EX19,Sep 2006,Dec 2018,"£224,950","£225,000",Semi,+0%
EX2,Sep 2006,Dec 2018,"£168,500","£175,000",Flat,+4%
EX2,Sep 2006,Dec 2018,"£325,000","£439,950",Detached,+35%
EX2,Sep 2006,Dec 2018,"£199,950","£279,950",All,+40%
EX2,Sep 2006,Dec 2018,"£179,950","£270,000",Terraced,+50%
EX2,Sep 2006,Dec 2018,"£199,950","£279,950",Semi,+40%
EX20,Sep 2006,Dec 2018,"£115,000","£141,225",Flat,+23%
EX20,Sep 2006,Dec 2018,"£345,000","£390,000",Detached,+13%
EX20,Sep 2006,Dec 2018,"£275,000","£275,000",All,0%
EX20,Sep 2006,Dec 2018,"£174,950","£159,950",Terraced,-9%
EX20,Sep 2006,Dec 2018,"£210,000","£214,975",Semi,+2%
EX23,Sep 2006,Dec 2018,"£148,725","£212,500",Flat,+43%
EX23,Sep 2006,Dec 2018,"£299,950","£422,475",Detached,+41%
EX23,Sep 2006,Dec 2018,"£250,000","£250,000",All,0%
EX23,Sep 2006,Dec 2018,"£189,950","£199,950",Terraced,+5%
EX23,Sep 2006,Dec 2018,"£199,950","£222,500",Semi,+11%
EX21,Sep 2006,Dec 2018,"£79,950",-,Flat,-
EX21,Sep 2006,Dec 2018,"£350,000","£389,950",Detached,+11%
EX21,Sep 2006,Dec 2018,"£325,000","£347,500",All,+7%
EX21,Sep 2006,Dec 2018,"£169,950","£185,000",Terraced,+9%
EX21,Sep 2006,Dec 2018,"£295,000","£265,000",Semi,-10%
EX24,Sep 2006,Dec 2018,"£510,000",-,Flat,-
EX24,Sep 2006,Dec 2018,"£332,475","£500,000",Detached,+50%
EX24,Sep 2006,Dec 2018,"£295,000","£395,000",All,+34%
EX24,Sep 2006,Dec 2018,"£272,500","£300,000",Terraced,+10%
EX24,Sep 2006,Dec 2018,"£235,000","£295,000",Semi,+26%
EX3,Sep 2006,Dec 2018,"£291,000","£205,000",Flat,-30%
EX3,Sep 2006,Dec 2018,"£465,000","£625,000",Detached,+34%
EX3,Sep 2006,Dec 2018,"£349,950","£435,500",All,+24%
EX3,Sep 2006,Dec 2018,"£275,000","£350,000",Terraced,+27%
EX3,Sep 2006,Dec 2018,"£222,000","£475,000",Semi,+114%
EX32,Sep 2006,Dec 2018,"£119,950","£125,000",Flat,+4%
EX32,Sep 2006,Dec 2018,"£269,950","£310,000",Detached,+15%
EX32,Sep 2006,Dec 2018,"£194,975","£259,950",All,+33%
EX32,Sep 2006,Dec 2018,"£167,975","£179,975",Terraced,+7%
EX32,Sep 2006,Dec 2018,"£194,950","£249,975",Semi,+28%
EX22,Sep 2006,Dec 2018,"£94,950","£99,500",Flat,+5%
EX22,Sep 2006,Dec 2018,"£359,950","£399,995",Detached,+11%
EX22,Sep 2006,Dec 2018,"£289,950","£300,000",All,+3%
EX22,Sep 2006,Dec 2018,"£171,250","£188,975",Terraced,+10%
EX22,Sep 2006,Dec 2018,"£185,000","£218,000",Semi,+18%
EX31,Sep 2006,Dec 2018,"£159,950","£172,750",Flat,+8%
EX31,Sep 2006,Dec 2018,"£292,475","£350,000",Detached,+20%
EX31,Sep 2006,Dec 2018,"£249,975","£285,000",All,+14%
EX31,Sep 2006,Dec 2018,"£190,225","£189,975",Terraced,-0%
EX31,Sep 2006,Dec 2018,"£234,225","£247,498",Semi,+6%
EX33,Sep 2006,Dec 2018,"£132,475","£150,000",Flat,+13%
EX33,Sep 2006,Dec 2018,"£320,000","£550,000",Detached,+72%
EX33,Sep 2006,Dec 2018,"£277,475","£349,950",All,+26%
EX33,Sep 2006,Dec 2018,"£199,950","£210,000",Terraced,+5%
EX33,Sep 2006,Dec 2018,"£229,950","£277,500",Semi,+21%
EX34,Sep 2006,Dec 2018,"£155,000","£257,500",Flat,+66%
EX34,Sep 2006,Dec 2018,"£299,950","£447,500",Detached,+49%
EX34,Sep 2006,Dec 2018,"£209,950","£285,000",All,+36%
EX34,Sep 2006,Dec 2018,"£184,950","£209,000",Terraced,+13%
EX34,Sep 2006,Dec 2018,"£217,225","£266,000",Semi,+22%
EX36,Sep 2006,Dec 2018,"£123,475","£145,000",Flat,+17%
EX36,Sep 2006,Dec 2018,"£335,000","£311,475",Detached,-7%
EX36,Sep 2006,Dec 2018,"£248,975","£238,975",All,-4%
EX36,Sep 2006,Dec 2018,"£158,950","£179,950",Terraced,+13%
EX36,Sep 2006,Dec 2018,"£202,498","£243,225",Semi,+20%
EX37,Sep 2006,Dec 2018,-,-,Flat,-
EX37,Sep 2006,Dec 2018,"£450,000","£417,500",Detached,-7%
EX37,Sep 2006,Dec 2018,"£310,000","£377,473",All,+22%
EX37,Sep 2006,Dec 2018,"£325,000","£207,475",Terraced,-36%
EX37,Sep 2006,Dec 2018,"£189,950","£249,950",Semi,+32%
EX38,Sep 2006,Dec 2018,"£127,725","£60,000",Flat,-53%
EX38,Sep 2006,Dec 2018,"£250,000","£375,000",Detached,+50%
EX38,Sep 2006,Dec 2018,"£215,000","£260,000",All,+21%
EX38,Sep 2006,Dec 2018,"£171,225","£170,000",Terraced,-1%
EX38,Sep 2006,Dec 2018,"£171,473","£230,000",Semi,+34%
EX39,Sep 2006,Dec 2018,"£146,475","£155,000",Flat,+6%
EX39,Sep 2006,Dec 2018,"£274,950","£349,950",Detached,+27%
EX39,Sep 2006,Dec 2018,"£207,750","£265,000",All,+28%
EX39,Sep 2006,Dec 2018,"£155,950","£185,000",Terraced,+19%
EX39,Sep 2006,Dec 2018,"£182,725","£229,950",Semi,+26%
EX35,Sep 2006,Dec 2018,"£162,475","£242,000",Flat,+49%
EX35,Sep 2006,Dec 2018,"£400,000","£572,500",Detached,+43%
EX35,Sep 2006,Dec 2018,"£349,950","£302,475",All,-14%
EX35,Sep 2006,Dec 2018,"£223,725","£192,500",Terraced,-14%
EX35,Sep 2006,Dec 2018,"£337,500","£230,000",Semi,-32%
EX4,Sep 2006,Dec 2018,"£125,000","£154,950",Flat,+24%
EX4,Sep 2006,Dec 2018,"£275,000","£375,000",Detached,+36%
EX4,Sep 2006,Dec 2018,"£189,995","£240,000",All,+26%
EX4,Sep 2006,Dec 2018,"£179,950","£230,000",Terraced,+28%
EX4,Sep 2006,Dec 2018,"£196,750","£260,000",Semi,+32%
EX5,Sep 2006,Dec 2018,"£250,000","£150,000",Flat,-40%
EX5,Sep 2006,Dec 2018,"£378,000","£410,000",Detached,+8%
EX5,Sep 2006,Dec 2018,"£320,000","£264,950",All,-17%
EX5,Sep 2006,Dec 2018,"£184,725","£239,950",Terraced,+30%
EX5,Sep 2006,Dec 2018,"£233,725","£252,000",Semi,+8%
EX6,Sep 2006,Dec 2018,"£242,950","£165,000",Flat,-32%
EX6,Sep 2006,Dec 2018,"£375,000","£425,000",Detached,+13%
EX6,Sep 2006,Dec 2018,"£295,000","£315,000",All,+7%
EX6,Sep 2006,Dec 2018,"£192,250","£225,000",Terraced,+17%
EX6,Sep 2006,Dec 2018,"£239,950","£250,000",Semi,+4%
EX7,Sep 2006,Dec 2018,"£121,225","£125,000",Flat,+3%
EX7,Sep 2006,Dec 2018,"£322,475","£350,000",Detached,+9%
EX7,Sep 2006,Dec 2018,"£217,475","£229,950",All,+6%
EX7,Sep 2006,Dec 2018,"£165,000","£245,000",Terraced,+48%
EX7,Sep 2006,Dec 2018,"£214,975","£250,000",Semi,+16%
EX9,Sep 2006,Dec 2018,"£235,000","£225,000",Flat,-4%
EX9,Sep 2006,Dec 2018,"£397,000","£625,000",Detached,+57%
EX9,Sep 2006,Dec 2018,"£319,950","£375,000",All,+17%
EX9,Sep 2006,Dec 2018,"£224,975","£265,000",Terraced,+18%
EX9,Sep 2006,Dec 2018,"£312,500","£325,000",Semi,+4%
FK10,Oct 2007,Dec 2018,"£77,250","£66,995",Flat,-13%
FK10,Oct 2007,Dec 2018,"£197,000","£230,000",Detached,+17%
FK10,Oct 2007,Dec 2018,"£162,500","£125,000",All,-23%
FK10,Oct 2007,Dec 2018,"£92,750","£93,000",Terraced,+0%
FK10,Oct 2007,Dec 2018,"£93,000","£140,000",Semi,+51%
FK11,Oct 2007,Dec 2018,"£50,000","£59,995",Flat,+20%
FK11,Oct 2007,Dec 2018,"£215,000",-,Detached,-
FK11,Oct 2007,Dec 2018,"£192,000","£113,998",All,-41%
FK11,Oct 2007,Dec 2018,"£101,000",-,Terraced,-
FK11,Oct 2007,Dec 2018,-,"£168,000",Semi,-
FK12,Oct 2007,Dec 2018,"£74,950","£59,995",Flat,-20%
